customer_id,customer_full_name,customer_phone_number,customer_email,customer_age,customer_created_ts,last_purchase_items,last_purchase_value,total_value,seniority_days,is_high_value
7320,Erin Vega,390.526.5672,erin.vega@yahoo.com,42,2023-03-07 12:45:10.441263,Keyboard|Mouse|Desk Lamp,1498.07,14129.02,1115,0
4797,James Green,001-840-967-9736x279,james.green@yahoo.com,21,2024-06-01 00:39:45.520757,Monitor,1421.02,2768.79,663,0
2083,Kimberly Stark,631-461-0442x85323,kimberly.stark@gmail.com,63,2023-12-28 21:48:40.986033,Phone|Monitor|Mouse,1538.62,7758.79,818,0
2925,Charles Robles,001-748-216-2755x1265,charles.robles@gmail.com,40,2025-05-31 15:02:07.248270,Mouse|Phone,1601.73,9420.75,299,0
7898,Jonathan Coleman,509-842-8498,jonathan.coleman@gmail.com,50,2024-01-07 22:30:31.135489,Mouse|Keyboard|Phone|Desk Lamp,1649.89,12217.01,808,0
3029,Alexa Clark,+1-562-241-1628x7569,alexa.clark@yahoo.com,21,2025-09-25 10:28:58.119120,Desk Lamp,1380.87,10848.95,182,0
7314,Jane Ross,(289)250-9996,jane.ross@yahoo.com,57,2024-06-15 09:51:35.857985,Laptop|Mouse|Phone|Desk Lamp,1840.27,12842.38,649,0
2087,Madeline Jackson,001-271-315-3323x405,madeline.jackson@gmail.com,47,2024-07-15 02:29:45.956637,Keyboard,1326.7,9731.74,619,0
9616,Jessica Nunez,001-225-933-8126x99192,jessica.nunez@gmail.com,62,2021-07-21 04:40:50.056080,Desk Lamp|Laptop,1618.32,4916.84,1709,0
7094,John Butler,984-650-8183x581,john.butler@yahoo.com,61,2025-05-21 15:04:01.499590,Keyboard|Laptop|Phone,1521.53,11339.66,309,0
8681,Elizabeth Cox,001-633-548-3004x7238,elizabeth.cox@gmail.com,24,2021-04-26 12:35:54.295684,Laptop,1454.19,7910.75,1795,0
3448,Tamara Ayala,+1-524-665-9366x254,tamara.ayala@yahoo.com,23,2023-05-28 14:50:07.083470,Phone|Laptop,254.05,2460.6,1033,0
8490,Sarah Juarez,872.627.3289,sarah.juarez@gmail.com,40,2025-07-09 03:06:01.035502,Laptop|Mouse|Desk Lamp|Phone,1016.59,1714.52,260,0
5978,Adam Nguyen,(382)494-6357,adam.nguyen@hotmail.com,60,2025-09-27 09:12:54.608796,Laptop|Monitor|Mouse|Phone,920.69,2696.08,180,0
3816,Jennifer Anderson,416-867-6844,jennifer.anderson@gmail.com,52,2022-09-15 06:36:58.968460,Monitor|Laptop|Mouse|Keyboard,1208.72,6005.22,1288,0
1780,Brittany Johnson,+1-276-418-8758x92145,brittany.johnson@gmail.com,43,2023-09-15 10:42:31.533653,Mouse|Monitor,1205.93,3354.02,923,0
2170,Gary Perez,790-360-0471x576,gary.perez@gmail.com,29,2022-01-19 08:29:34.829550,Mouse|Desk Lamp,1097.64,6139.22,1527,0
3844,Bryan Flores,340.943.7177,bryan.flores@hotmail.com,28,2022-06-12 11:22:29.254427,Monitor|Mouse|Laptop,1930.01,18445.57,1383,1
2010,Michelle Martinez,255.887.3501x67396,michelle.martinez@hotmail.com,23,2023-01-16 21:13:56.805440,Phone|Keyboard|Mouse|Desk Lamp,1690.87,14310.87,1164,0
7788,Samuel Walker,264-561-4134,samuel.walker@hotmail.com,25,2021-08-03 12:35:25.729751,Keyboard,1480.74,10736.99,1696,0
9858,Matthew Anderson,412.354.2396x0244,matthew.anderson@hotmail.com,26,2023-06-21 00:15:44.068147,Desk Lamp|Phone|Laptop,1376.46,2626.83,1009,0
1682,Emily Barrera,(261)851-3987x2162,emily.barrera@yahoo.com,22,2024-01-16 13:23:47.616405,Desk Lamp|Monitor|Mouse,643.04,2164.87,800,0
6812,Barry Kerr,774-541-7741x278,barry.kerr@gmail.com,37,2022-01-26 21:49:58.306081,Monitor|Laptop,743.53,6436.88,1519,1
6652,Eric Taylor,(523)356-4139,eric.taylor@yahoo.com,37,2025-03-16 11:10:26.095285,Keyboard|Phone|Desk Lamp|Laptop,1730.93,10412.28,375,0
1813,Monica Boyd,373.884.0136,monica.boyd@yahoo.com,44,2025-02-09 23:58:57.676848,Laptop|Monitor|Mouse|Keyboard,60.13,475.4,409,0
9479,Jade Shaw,001-302-401-2448x9918,jade.shaw@hotmail.com,21,2022-11-04 10:09:14.301931,Keyboard|Mouse|Laptop,1624.92,14621.22,1238,0
2683,Sue Nelson,771.775.7427x824,sue.nelson@gmail.com,29,2023-10-29 17:28:18.290596,Monitor|Desk Lamp|Laptop,105.01,872.65,878,1
4500,Jack Brown,699.984.1512x3079,jack.brown@gmail.com,65,2025-05-22 15:00:43.882853,Mouse|Laptop|Phone|Monitor,553.66,3488.97,308,0
4594,Eric King,+1-492-543-4894x0679,eric.king@yahoo.com,20,2024-10-28 12:21:46.796183,Keyboard,397.93,3955.44,514,0
2342,David Harvey,7156341424,david.harvey@gmail.com,43,2025-11-29 05:22:26.533552,Desk Lamp|Phone|Keyboard,1300.06,8694.56,117,0
7408,Thomas Clark,(848)892-0177x68624,thomas.clark@yahoo.com,41,2021-12-25 10:02:18.151100,Desk Lamp|Mouse|Monitor|Phone,833.31,7061.34,1552,0
2726,James Frank,001-261-255-3454x95464,james.frank@yahoo.com,58,2024-08-11 23:55:49.020560,Phone|Laptop,646.43,4258.5,591,0
1211,Dylan Kelly,597-892-1351,dylan.kelly@yahoo.com,30,2021-10-14 16:51:40.584725,Desk Lamp|Laptop,1115.55,3218.86,1623,0
8764,Ryan Roberts,(705)617-8999x468,ryan.roberts@gmail.com,32,2022-06-29 08:38:54.985200,Mouse|Monitor|Phone,54.74,226.07,1366,0
7481,Jonathan Rice,281.986.0566x978,jonathan.rice@yahoo.com,55,2025-11-28 21:37:28.396372,Desk Lamp|Laptop|Mouse|Phone,1932.41,3137.27,117,0
8398,Heather Lopez,(776)992-9424x115,heather.lopez@gmail.com,63,2024-05-03 01:38:36.793747,Laptop|Keyboard|Mouse,767.83,7677.68,692,0
4388,Laura Velazquez,+1-500-653-9242x0414,laura.velazquez@hotmail.com,44,2021-08-30 16:28:50.579758,Monitor|Laptop|Mouse,521.01,873.69,1669,0
1489,Jill Coleman,500-808-2985x1337,jill.coleman@hotmail.com,19,2025-01-21 06:30:22.639310,Keyboard,1981.46,9402.61,429,0
4401,Douglas Romero,754-749-7805x3945,douglas.romero@yahoo.com,30,2023-02-19 20:56:58.362519,Mouse|Phone,243.18,2160.14,1130,0
8931,Christina Ruiz,001-955-225-7564x36173,christina.ruiz@hotmail.com,65,2023-11-27 21:27:48.343889,Mouse|Monitor|Desk Lamp,1814.54,11448.71,849,0
2785,Cheryl Salinas,907.815.3466x6165,cheryl.salinas@hotmail.com,22,2025-09-03 14:45:53.190876,Monitor|Phone,941.6,5075.25,204,0
5316,Emily Crawford,813.307.6703x33297,emily.crawford@gmail.com,39,2022-11-06 13:37:27.539675,Mouse|Laptop|Phone,1274.52,4992.8,1236,0
1141,Joel Davis,9407653986,joel.davis@hotmail.com,31,2025-05-04 15:16:59.784400,Monitor,1818.47,8841.45,326,1
6578,Victor Cantu,001-518-271-2900x044,victor.cantu@hotmail.com,24,2024-05-03 13:06:53.518352,Laptop|Mouse|Keyboard|Desk Lamp,75.51,677.83,692,0
8033,Manuel Fields,420-477-3124x03748,manuel.fields@hotmail.com,63,2023-06-26 17:22:24.816252,Monitor,233.88,2318.86,1003,0
2138,James Nixon,001-699-840-8095x2372,james.nixon@gmail.com,38,2025-11-18 08:49:25.565748,Laptop,1383.36,5590.34,128,0
6484,Kathleen Perez,3002654920,kathleen.perez@yahoo.com,49,2023-01-22 08:36:12.535290,Keyboard|Phone|Desk Lamp,1091.14,9905.67,1159,0
2824,Brian Herrera,(998)392-2338,brian.herrera@gmail.com,54,2025-04-07 19:52:44.986295,Monitor|Mouse|Keyboard|Phone,939.5,2067.46,352,0
7149,Mark Johnson,927-860-1622x61877,mark.johnson@gmail.com,62,2024-11-09 00:41:21.150159,Keyboard,913.2,3934.16,502,0
3084,Heather Cortez,815.761.6926x11057,heather.cortez@hotmail.com,44,2024-12-16 04:21:22.027399,Phone|Mouse|Keyboard,864.39,2702.79,465,0
4405,Ashley Hawkins,+1-624-576-6012,ashley.hawkins@hotmail.com,42,2021-11-11 18:25:29.481218,Desk Lamp,259.78,607.95,1595,0
6460,Randall Blake,577-682-0291,randall.blake@gmail.com,20,2025-12-07 00:36:26.150851,Desk Lamp|Monitor|Mouse|Laptop,38.65,237.56,109,0
1678,Thomas Richardson,001-645-858-9247x8584,thomas.richardson@hotmail.com,49,2024-04-18 02:17:10.626155,Desk Lamp,609.88,1357.04,707,0
3698,Kyle Beck,4499993761,kyle.beck@yahoo.com,21,2022-09-17 08:14:03.814414,Keyboard|Mouse|Laptop,215.15,1610.03,1286,0
1137,Gregory Mcguire,3914710115,gregory.mcguire@hotmail.com,36,2022-04-26 01:41:35.672049,Keyboard|Phone|Desk Lamp,1904.74,3960.64,1430,0
4567,Sharon Aguirre,8392964310,sharon.aguirre@yahoo.com,45,2022-03-27 05:25:08.255515,Desk Lamp|Laptop|Keyboard,1742.94,10746.2,1460,0
6122,Michael Stout,883-717-1828x38544,michael.stout@yahoo.com,30,2023-12-06 05:48:09.769978,Monitor|Desk Lamp|Keyboard,1912.55,3871.71,841,1
7834,Lauren Beltran,(794)634-5626x446,lauren.beltran@yahoo.com,43,2022-03-12 05:48:47.520370,Desk Lamp|Phone|Keyboard|Mouse,481.21,4523.71,1475,0
4651,Timothy Sullivan,8439019932,timothy.sullivan@gmail.com,44,2022-12-27 18:42:23.045311,Laptop,536.63,3448.84,1184,0
7577,Christopher Taylor,(599)760-7512x15072,christopher.taylor@yahoo.com,44,2026-02-03 15:12:54.360021,Mouse|Desk Lamp|Phone,418.01,3722.9,51,0
5909,Amber Irwin,618.309.9006,amber.irwin@hotmail.com,37,2025-02-06 17:34:21.278129,Desk Lamp,954.97,2508.97,412,0
4171,Melissa Harris,818-887-9674x58407,melissa.harris@hotmail.com,29,2026-02-20 16:45:11.576697,Desk Lamp|Monitor|Keyboard,544.83,4760.45,33,0
2127,Michael Howard,458.892.1084x6948,michael.howard@yahoo.com,28,2026-02-05 12:22:14.333632,Desk Lamp|Phone,927.54,1682.41,49,0
5685,Zachary Moore,439-334-9107x10093,zachary.moore@gmail.com,22,2022-07-17 10:44:29.893759,Monitor|Mouse|Laptop|Keyboard,1438.43,3407.84,1348,0
4665,Tracey Harrington,+1-389-500-9672x144,tracey.harrington@yahoo.com,50,2022-10-18 07:36:06.084230,Laptop|Mouse|Desk Lamp|Keyboard,548.95,4136.19,1255,0
1739,Samantha Allen,598-356-4594,samantha.allen@yahoo.com,29,2025-04-18 18:40:22.336108,Keyboard|Phone|Monitor,1761.35,15668.45,341,1
3671,Kelly Rivera,(590)340-9537,kelly.rivera@gmail.com,53,2025-10-18 02:35:22.351179,Laptop|Desk Lamp,424.61,1574.62,159,0
1425,Joshua Woods,001-436-287-0926x135,joshua.woods@yahoo.com,48,2023-10-17 15:51:46.734368,Laptop|Mouse,1480.88,9312.64,891,0
4166,John Miranda,877.643.0020x91041,john.miranda@hotmail.com,37,2022-08-07 15:38:47.478722,Phone|Monitor,98.42,423.93,1327,0
7677,Larry Cross,(540)731-7742,larry.cross@yahoo.com,60,2022-11-05 18:12:43.226653,Mouse|Desk Lamp,73.41,371.79,1236,0
5027,Nathan Harris,(629)709-0436x49117,nathan.harris@gmail.com,23,2021-10-19 16:33:57.699467,Phone,1459.4,4968.55,1618,0
8546,Nicole Hernandez,6582446127,nicole.hernandez@yahoo.com,34,2023-10-16 01:29:12.739329,Keyboard|Monitor,612.01,4694.25,892,1
3453,Jeremy Hunter,001-661-772-2087,jeremy.hunter@gmail.com,53,2023-02-27 20:56:27.418547,Monitor|Mouse|Keyboard|Phone,131.58,888.3,1122,0
1187,Christina Fox,001-715-398-9658,christina.fox@yahoo.com,35,2024-09-12 01:55:23.304089,Desk Lamp|Keyboard,1425.79,3086.33,560,0
4976,Katherine Howard,910.961.0487x6182,katherine.howard@gmail.com,48,2025-06-15 19:29:01.454353,Desk Lamp|Keyboard|Mouse|Phone,1262.86,11796.22,283,0
6562,Robert Rich,600.885.4004,robert.rich@yahoo.com,54,2023-10-07 00:38:59.669666,Desk Lamp|Mouse|Laptop,516.28,2773.12,901,0
9604,Marvin Jensen,+1-834-613-1993x4657,marvin.jensen@hotmail.com,63,2025-01-07 17:45:21.197349,Laptop|Mouse,70.68,140.55,442,0
7020,Jeffrey Adams,543-578-9517,jeffrey.adams@gmail.com,49,2023-08-27 08:20:30.611729,Desk Lamp|Phone|Mouse|Monitor,1405.99,12148.7,942,0
9668,Robert Morris,745.778.1030x1541,robert.morris@gmail.com,20,2022-04-18 18:41:10.117636,Keyboard|Desk Lamp|Laptop|Mouse,1256.12,2178.55,1437,0
8366,Miranda Reed,355.491.1233,miranda.reed@hotmail.com,49,2024-06-10 09:19:43.645386,Laptop|Keyboard|Desk Lamp|Phone,1770.68,10839.25,654,0
9595,Ashley Dillon,862.281.5083,ashley.dillon@hotmail.com,50,2021-04-19 10:47:26.702767,Mouse,1316.15,6409.14,1802,0
3020,Jessica Hernandez,3749358917,jessica.hernandez@hotmail.com,61,2024-04-19 19:53:04.688702,Phone|Desk Lamp|Monitor|Mouse,56.07,225.82,705,0
4113,Michael Blackburn,(656)541-6456,michael.blackburn@gmail.com,53,2024-07-26 06:25:51.639195,Mouse|Laptop|Monitor,32.09,69.7,608,0
7120,Michael Davis,+1-484-823-6059x408,michael.davis@hotmail.com,24,2022-07-22 17:03:19.962566,Laptop|Desk Lamp|Phone,701.58,6054.95,1342,0
6745,Peter Clark,498-484-6996x82258,peter.clark@gmail.com,58,2022-11-13 04:07:04.492647,Monitor|Mouse|Desk Lamp,1228.48,5640.69,1229,0
9544,Scott Smith,(971)558-8908x97022,scott.smith@yahoo.com,64,2023-12-31 20:33:23.517415,Desk Lamp|Monitor|Laptop|Keyboard,921.46,4814.21,815,0
1476,Crystal Bailey,+1-449-879-8164x9329,crystal.bailey@yahoo.com,53,2025-11-27 19:24:47.696298,Monitor|Laptop|Mouse|Desk Lamp,1191.78,9661.46,118,0
6150,Brian Davis,894-551-5590x73545,brian.davis@gmail.com,26,2023-09-20 08:14:26.439799,Mouse|Laptop,1575.84,3462.69,918,0
2158,Barbara Harris,604.300.3874x372,barbara.harris@hotmail.com,50,2024-08-14 05:55:03.642989,Laptop,954.1,5268.38,589,0
3289,Christopher Harris,7737720369,christopher.harris@hotmail.com,25,2021-12-10 09:57:35.551007,Monitor|Phone,1016.42,7256.56,1567,1
4680,Joshua Fernandez,+1-639-976-0856,joshua.fernandez@yahoo.com,22,2023-08-30 07:07:50.971854,Laptop|Mouse|Monitor|Keyboard,1040.03,3312.38,939,0
1814,Brianna Smith,+1-981-289-0002x950,brianna.smith@gmail.com,48,2023-11-01 17:37:38.664090,Mouse|Laptop,1375.52,3959.73,875,0
4849,Brooke Oneal,+1-272-385-5789x8055,brooke.oneal@hotmail.com,54,2026-03-25 23:33:30.857210,Desk Lamp,490.43,2835.52,0,0
3231,Leslie Davis,448-485-5968,leslie.davis@gmail.com,18,2021-11-14 18:41:33.564068,Monitor|Mouse|Keyboard|Laptop,609.25,5143.59,1592,0
8973,Kathryn Adams,605-338-7018x14040,kathryn.adams@hotmail.com,37,2025-05-07 04:55:22.212235,Phone|Mouse|Keyboard,1572.24,12877.67,323,0
2214,Diane Coleman,(607)687-0909x50015,diane.coleman@hotmail.com,23,2024-12-13 20:57:29.841416,Mouse|Phone|Keyboard,362.66,3546.43,467,0
7394,Richard Park,(782)667-8080x003,richard.park@yahoo.com,59,2022-08-28 04:42:48.846145,Desk Lamp|Phone,746.64,1882.17,1306,0
8484,Thomas Jones,687.322.6858x52744,thomas.jones@gmail.com,36,2025-12-23 10:55:19.429244,Mouse|Keyboard,872.63,7014.28,93,0
3533,Matthew Quinn,+1-360-713-2249x57277,matthew.quinn@yahoo.com,47,2021-07-11 01:27:17.018820,Keyboard,1238.6,8200.84,1719,0
1325,Anthony Williams,679-744-7478x53803,anthony.williams@yahoo.com,42,2024-07-24 02:31:38.681213,Mouse,1752.98,9442.97,610,0
7213,Margaret White,845.908.5055,margaret.white@gmail.com,41,2023-08-29 03:42:48.010152,Mouse|Laptop|Desk Lamp,1975.62,11863.84,940,0
6264,Michael Ochoa,2626532215,michael.ochoa@yahoo.com,29,2021-11-11 01:41:51.226385,Phone|Laptop|Mouse,38.62,145.07,1596,0
2159,Kathleen Jordan,+1-256-503-3380x65478,kathleen.jordan@hotmail.com,25,2021-05-14 17:46:05.199466,Desk Lamp|Phone,1032.15,7898.17,1776,0
3607,Emily Anderson,364.382.5128,emily.anderson@gmail.com,21,2024-02-05 16:53:24.070431,Desk Lamp|Laptop|Keyboard|Phone,119.04,235.76,779,0
3575,Jesse Hill,247.363.0059x42303,jesse.hill@gmail.com,38,2025-03-27 06:50:20.473974,Mouse,671.29,5200.15,364,0
7512,James Olson,001-353-217-6046x46839,james.olson@hotmail.com,53,2023-01-29 20:15:19.934170,Keyboard|Laptop|Mouse|Desk Lamp,1512.22,11187.12,1151,0
6646,Rachel Dawson,+1-392-520-6419x779,rachel.dawson@gmail.com,58,2021-09-16 22:19:30.626134,Phone|Laptop|Desk Lamp,1828.6,16756.77,1651,0
1768,Thomas Cherry,(563)680-0168x2444,thomas.cherry@hotmail.com,38,2026-01-20 22:34:32.628276,Keyboard|Laptop|Monitor,1161.19,4914.82,64,0
1849,Craig Walker,350-934-6543x801,craig.walker@yahoo.com,64,2023-04-28 15:17:41.736256,Laptop|Monitor|Phone|Keyboard,1539.9,11386.2,1063,0
7812,Brittany Bailey,(397)576-8914x8462,brittany.bailey@hotmail.com,44,2023-05-01 01:38:47.871276,Laptop|Phone|Keyboard|Monitor,998.73,7437.97,1060,0
6602,Stephen Fitzgerald,442-489-6926x678,stephen.fitzgerald@gmail.com,40,2025-06-09 22:05:20.076339,Desk Lamp|Phone,1397.63,8252.81,289,0
8718,Juan Holmes,230-284-3212,juan.holmes@hotmail.com,43,2024-04-15 10:43:04.033090,Mouse,269.94,947.81,710,0
4985,Raymond Williams,540-981-0942,raymond.williams@gmail.com,62,2022-01-24 00:31:00.225832,Monitor,1297.67,11279.17,1522,0
5360,Jerry Christensen,(992)370-4895x9355,jerry.christensen@gmail.com,57,2023-07-23 13:53:37.166718,Monitor|Keyboard|Phone|Laptop,1267.58,5991.71,977,0
3186,Jamie Stewart,263.627.9039,jamie.stewart@gmail.com,57,2023-09-08 21:14:37.518853,Mouse|Monitor,754.82,4348.05,929,0
2014,Rose Ramos,(225)881-8838x6913,rose.ramos@hotmail.com,59,2024-07-10 07:58:14.933453,Monitor,984.31,7644.55,624,0
2205,April Williams,+1-960-972-9921,april.williams@hotmail.com,35,2022-08-31 15:15:18.686375,Mouse|Laptop,794.59,3237.45,1303,0
4019,Elizabeth Bell,948-547-5528x08165,elizabeth.bell@yahoo.com,24,2024-11-02 06:16:43.111434,Laptop,1605.35,8155.18,509,0
9756,Laura Clark,294.504.7213x732,laura.clark@yahoo.com,57,2022-10-24 23:50:20.664388,Keyboard|Phone|Laptop,1595.0,8786.33,1248,0
6242,Lindsey Owens,389-371-5563,lindsey.owens@hotmail.com,29,2023-04-06 08:44:13.107561,Mouse|Keyboard|Phone,1583.76,14204.9,1085,0
9720,Julian Shannon,001-512-397-9661x2801,julian.shannon@hotmail.com,40,2021-05-03 16:13:00.084199,Keyboard|Mouse|Phone,609.11,5276.31,1788,0
2608,Damon Mcdonald,665-913-0443x397,damon.mcdonald@gmail.com,25,2023-08-27 19:08:42.993580,Mouse,1479.43,13401.58,941,0
1626,Elizabeth Jones,+1-425-734-5882x7492,elizabeth.jones@hotmail.com,22,2023-01-11 22:33:55.997769,Laptop|Desk Lamp|Phone,49.39,266.83,1169,0
6762,Kenneth Lowery,5395534301,kenneth.lowery@gmail.com,62,2023-05-28 03:06:29.047153,Keyboard,101.26,948.04,1033,0
1372,Devon Vega,525.853.8717x28810,devon.vega@yahoo.com,31,2023-11-12 18:35:22.032045,Desk Lamp|Laptop,950.99,5892.24,864,0
1943,Allen Jimenez,613-970-4364x758,allen.jimenez@yahoo.com,57,2021-07-19 10:39:59.268838,Desk Lamp,1044.37,10285.52,1711,0
1506,James Jones,9474077761,james.jones@gmail.com,22,2023-06-17 03:12:15.359757,Desk Lamp|Keyboard|Phone,352.92,2183.1,1013,0
4745,Hannah Sullivan,719-209-8121x8090,hannah.sullivan@hotmail.com,51,2023-02-09 18:53:23.492324,Keyboard,1551.84,6117.14,1140,0
1334,Jordan Lee,736.587.8884x078,jordan.lee@gmail.com,64,2022-05-06 18:12:20.694043,Mouse|Phone,709.25,2925.38,1419,0
3562,Janet Rodriguez,768.836.4202x6953,janet.rodriguez@hotmail.com,43,2026-03-23 05:09:13.315152,Monitor,1358.04,10071.01,3,0
8644,Andrew Mckinney,+1-881-504-0907x13830,andrew.mckinney@hotmail.com,24,2024-12-30 20:38:32.110749,Laptop|Phone|Desk Lamp,276.47,1301.71,450,0
1392,Charles Simmons,001-706-241-9344,charles.simmons@hotmail.com,29,2024-08-22 20:56:18.142611,Laptop|Desk Lamp|Mouse,767.39,7509.89,580,0
1528,Amber Long,495-991-6172x79098,amber.long@hotmail.com,56,2022-09-12 00:58:59.824092,Keyboard|Laptop|Monitor,571.48,1608.81,1291,0
2793,Sean Robinson,+1-487-427-0440x5775,sean.robinson@hotmail.com,45,2023-05-31 04:43:30.422790,Desk Lamp|Monitor|Laptop,607.83,5358.63,1030,0
5660,David Anderson,+1-560-605-2982x81856,david.anderson@hotmail.com,36,2024-10-13 16:28:31.512728,Keyboard|Laptop|Monitor|Desk Lamp,1334.02,11731.01,529,1
6000,Timothy Gutierrez,001-631-771-3530x10076,timothy.gutierrez@yahoo.com,40,2024-08-30 02:11:51.605028,Mouse|Desk Lamp|Keyboard,1572.81,12489.74,573,0
5870,Patrick White,776.622.9453x051,patrick.white@yahoo.com,19,2024-05-14 11:00:57.696254,Keyboard|Laptop|Mouse,676.58,4613.97,681,0
8019,Craig Schneider,(769)509-9396x1560,craig.schneider@hotmail.com,47,2025-07-11 23:58:11.061163,Laptop|Desk Lamp|Phone|Monitor,1660.14,13011.12,257,0
7128,Morgan Cervantes,001-808-622-1513x46287,morgan.cervantes@gmail.com,24,2025-05-05 09:18:21.136476,Laptop|Mouse|Desk Lamp|Monitor,1501.34,14495.45,325,0
7978,Michael Chung,001-942-930-7346x33150,michael.chung@hotmail.com,24,2025-10-01 00:45:41.870599,Phone|Monitor,199.26,984.37,176,0
6935,Jenna Taylor,(425)847-2003x8116,jenna.taylor@gmail.com,46,2024-02-06 05:38:05.538847,Mouse|Laptop|Phone,316.93,2607.82,779,0
7159,Raymond Barnes,886-554-8662,raymond.barnes@yahoo.com,40,2024-05-01 19:50:42.880032,Laptop,88.11,518.23,693,0
5345,Jamie Sherman,(685)851-0573x8415,jamie.sherman@gmail.com,27,2025-02-04 07:38:02.998484,Monitor|Laptop,1772.68,16512.11,415,1
6893,Sean Gallegos,808.898.5667x0561,sean.gallegos@hotmail.com,34,2022-10-15 15:33:57.640463,Mouse,1240.63,12175.63,1258,0
1699,Gabrielle Moore,(558)562-9211x135,gabrielle.moore@yahoo.com,22,2022-02-03 14:39:08.326113,Monitor|Mouse,972.01,6818.1,1512,0
6247,Ashley Sullivan,660.465.9041x311,ashley.sullivan@hotmail.com,54,2021-04-23 02:18:15.848040,Desk Lamp,196.27,1001.81,1798,0
6571,Amy Harding,+1-276-347-6547,amy.harding@yahoo.com,50,2021-08-01 23:32:08.589535,Phone,382.79,3089.5,1697,0
8952,Laurie Jackson,651-805-6502,laurie.jackson@hotmail.com,47,2023-07-17 05:12:44.620196,Mouse|Laptop|Monitor,1898.18,11590.65,983,0
2019,William Foster,+1-303-621-2448x40439,william.foster@hotmail.com,37,2024-04-20 20:03:22.552371,Keyboard|Laptop|Desk Lamp,325.62,2026.92,704,0
5578,Andrew Peterson,+1-999-866-1966x273,andrew.peterson@yahoo.com,40,2023-05-09 06:57:53.518339,Keyboard|Desk Lamp|Mouse|Monitor,829.75,5740.6,1052,1
6833,Bethany Burns,393-244-3941,bethany.burns@hotmail.com,31,2024-10-26 08:16:26.876075,Laptop|Mouse,662.77,5993.02,516,0
9722,Eric Figueroa,420.780.0523,eric.figueroa@yahoo.com,32,2022-09-09 11:37:58.869430,Monitor|Mouse,1406.33,7272.15,1294,1
5267,Alexandra Reed,001-824-399-8229x2512,alexandra.reed@gmail.com,34,2025-02-24 00:04:35.452694,Desk Lamp|Laptop,1340.32,8793.33,395,0
9256,Steven Livingston,431.312.4030,steven.livingston@gmail.com,51,2023-11-21 10:26:31.064001,Laptop|Phone|Desk Lamp|Mouse,1012.92,4510.02,856,0
3645,Anthony Jones,(557)913-7416,anthony.jones@hotmail.com,44,2025-11-16 09:06:13.605237,Mouse|Desk Lamp,1234.73,8388.61,130,0
3944,Joshua Crawford,001-538-994-6683x264,joshua.crawford@hotmail.com,51,2024-09-15 11:55:36.624135,Monitor|Desk Lamp,1499.94,3491.52,557,0
4643,Rebecca Leonard,+1-236-528-6732x22612,rebecca.leonard@hotmail.com,47,2025-10-24 00:04:11.453614,Phone,525.02,2127.36,153,0
3484,Dawn Chen,645.374.2057,dawn.chen@hotmail.com,29,2024-09-06 00:18:45.830063,Mouse|Desk Lamp,53.3,93.39,566,0
4944,Emily Gonzalez,(989)373-6805x9685,emily.gonzalez@hotmail.com,29,2025-11-02 04:44:14.482810,Monitor|Keyboard|Mouse,568.43,1417.28,144,0
6260,Richard Thomas,359-561-8008x25046,richard.thomas@gmail.com,52,2024-11-09 07:29:17.778376,Keyboard|Phone,1461.95,13900.77,502,0
9418,Michael Wong,651-796-8991x494,michael.wong@gmail.com,54,2025-01-05 09:15:05.934445,Laptop,166.52,1007.17,445,0
4935,Melissa May,596-966-9022x7238,melissa.may@gmail.com,37,2022-08-05 03:34:11.964064,Mouse,1719.52,4640.37,1329,0
5160,Suzanne Jones,977.801.1010,suzanne.jones@gmail.com,28,2023-03-10 22:40:48.658648,Mouse|Keyboard|Monitor|Phone,1559.32,12301.1,1111,1
7330,Loretta Evans,+1-896-782-4297x7945,loretta.evans@hotmail.com,63,2026-02-01 06:00:42.199801,Phone|Monitor|Desk Lamp|Mouse,783.45,4977.53,53,0
7934,William Sellers,614.880.3402,william.sellers@hotmail.com,45,2026-01-31 04:04:36.251158,Laptop|Monitor,1294.18,11039.94,54,0
3669,James Le,(725)864-9279x2332,james.le@gmail.com,62,2024-01-30 01:54:19.333546,Phone|Mouse,860.27,4302.81,786,0
6276,Eric Reyes,+1-386-621-0237,eric.reyes@hotmail.com,53,2022-11-05 19:58:00.369288,Phone|Monitor|Laptop,383.43,1490.23,1236,0
7790,Mark Terrell,001-704-222-7713x2349,mark.terrell@hotmail.com,44,2024-08-01 17:01:16.838487,Monitor|Mouse|Desk Lamp,1326.7,5299.71,601,0
7054,Rachel Moore,397-407-3221x9048,rachel.moore@yahoo.com,23,2021-08-16 13:58:15.593811,Desk Lamp|Phone|Monitor|Laptop,1558.04,8193.81,1683,0
9642,Yvonne Roberts,779.328.1374,yvonne.roberts@hotmail.com,58,2023-05-21 04:59:15.840641,Monitor,1008.06,6204.27,1040,0
1465,John Stanley,321-759-8671x1571,john.stanley@hotmail.com,18,2025-12-03 22:56:31.507934,Laptop,1723.6,12110.69,112,0
9036,Heather Rodgers,395-805-9412x6101,heather.rodgers@gmail.com,63,2025-01-04 03:24:47.056466,Monitor|Mouse|Phone|Laptop,1788.31,16691.2,446,0
4214,Garrett King,6382226812,garrett.king@gmail.com,20,2023-10-18 20:20:24.417904,Monitor|Phone|Desk Lamp,156.51,413.44,889,0
